,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
3459,0.52,0.78,0.66,0.63,0.71,0.72,0.55,0.35,0.41,0.73,0.67,0.67,0.68,0.66,0.61,0.75,0.62,0.68,0.65,0.69,0.58,0.2,0.68,0.42,0.72,0.12,0.17,0.18,0.09,0.07,0.08,0.1,0.14
3460,0.2,0.12,0.12,0.52,0.17,0.14,0.18,0.19,0.44,0.19,0.24,0.32,0.22,0.68,0.24,0.53,0.51,0.22,0.63,0.14,0.2,0.1,0.06,0.58,0.22,0.13,0.14,0.15,0.75,0.66,0.71,0.7,0.75
3461,0.14,0.17,0.2,0.24,0.17,0.25,0.13,0.14,0.17,0.26,0.49,0.4,0.37,0.69,0.54,0.55,0.58,0.42,0.58,0.11,0.21,0.17,0.2,0.38,0.21,0.13,0.12,0.13,0.75,0.67,0.73,0.68,0.74
3462,0.6,0.58,0.52,0.75,0.58,0.76,0.73,0.66,0.73,0.73,0.82,0.76,0.78,0.71,0.72,0.66,0.47,0.69,0.63,0.73,0.52,0.5,0.68,0.75,0.52,0.5,0.5,0.47,0.1,0.07,0.06,0.12,0.14
3463,0.73,0.64,0.57,0.67,0.68,0.76,0.77,0.72,0.62,0.74,0.82,0.75,0.77,0.76,0.72,0.81,0.56,0.35,0.63,0.71,0.67,0.41,0.7,0.65,0.71,0.34,0.22,0.26,0.14,0.07,0.08,0.09,0.15
3464,0.62,0.78,0.58,0.54,0.63,0.76,0.43,0.33,0.3,0.71,0.85,0.82,0.76,0.82,0.75,0.75,0.72,0.75,0.55,0.6,0.45,0.19,0.68,0.71,0.58,0.26,0.2,0.11,0.13,0.12,0.14,0.14,0.09
3465,0.69,0.72,0.58,0.7,0.66,0.77,0.68,0.6,0.66,0.76,0.84,0.81,0.85,0.72,0.71,0.71,0.55,0.77,0.64,0.68,0.6,0.49,0.71,0.69,0.58,0.52,0.49,0.52,0.1,0.07,0.11,0.11,0.15
3466,0.63,0.58,0.56,0.75,0.55,0.64,0.59,0.54,0.7,0.7,0.7,0.71,0.74,0.74,0.68,0.78,0.69,0.8,0.73,0.74,0.7,0.71,0.63,0.57,0.44,0.69,0.68,0.63,0.13,0.14,0.12,0.14,0.08
3467,0.68,0.3,0.76,0.66,0.28,0.67,0.36,0.25,0.47,0.66,0.66,0.67,0.56,0.72,0.48,0.49,0.68,0.79,0.81,0.39,0.75,0.8,0.49,0.52,0.3,0.72,0.74,0.7,0.06,0.07,0.07,0.15,0.14
3468,0.65,0.71,0.72,0.72,0.61,0.76,0.54,0.39,0.55,0.67,0.88,0.87,0.81,0.72,0.63,0.71,0.7,0.59,0.58,0.61,0.32,0.14,0.71,0.63,0.71,0.22,0.17,0.16,0.11,0.08,0.11,0.05,0.09
3469,0.72,0.67,0.37,0.62,0.56,0.77,0.59,0.34,0.52,0.74,0.87,0.84,0.9,0.67,0.76,0.73,0.87,0.72,0.62,0.72,0.65,0.23,0.65,0.61,0.4,0.25,0.32,0.16,0.15,0.08,0.09,0.07,0.1
3470,0.55,0.72,0.58,0.66,0.68,0.76,0.66,0.57,0.53,0.76,0.89,0.86,0.75,0.66,0.76,0.66,0.47,0.79,0.7,0.65,0.48,0.25,0.69,0.65,0.5,0.34,0.2,0.18,0.06,0.12,0.08,0.09,0.08
3471,0.11,0.08,0.12,0.25,0.09,0.11,0.2,0.11,0.57,0.28,0.24,0.32,0.56,0.58,0.38,0.52,0.6,0.26,0.45,0.09,0.3,0.11,0.08,0.56,0.13,0.19,0.1,0.25,0.72,0.71,0.69,0.7,0.76
3472,0.41,0.37,0.71,0.65,0.39,0.51,0.69,0.73,0.55,0.59,0.52,0.52,0.49,0.65,0.59,0.89,0.75,0.7,0.9,0.63,0.87,0.73,0.45,0.43,0.71,0.67,0.69,0.65,0.13,0.07,0.09,0.13,0.07
3473,0.56,0.62,0.63,0.7,0.44,0.64,0.49,0.73,0.74,0.68,0.8,0.87,0.79,0.72,0.87,0.86,0.72,0.84,0.78,0.79,0.84,0.68,0.69,0.75,0.62,0.66,0.67,0.62,0.09,0.07,0.13,0.08,0.07
3474,0.33,0.69,0.75,0.67,0.62,0.7,0.37,0.27,0.32,0.65,0.73,0.7,0.55,0.79,0.57,0.63,0.63,0.74,0.78,0.65,0.31,0.4,0.8,0.49,0.57,0.38,0.37,0.31,0.06,0.08,0.15,0.05,0.08
3475,0.68,0.63,0.53,0.74,0.52,0.71,0.64,0.6,0.72,0.73,0.64,0.67,0.7,0.72,0.72,0.67,0.5,0.61,0.64,0.62,0.57,0.24,0.66,0.75,0.61,0.36,0.55,0.51,0.1,0.09,0.12,0.1,0.08
3476,0.55,0.77,0.78,0.65,0.61,0.65,0.35,0.35,0.61,0.71,0.63,0.68,0.71,0.68,0.55,0.65,0.72,0.67,0.86,0.65,0.71,0.61,0.68,0.65,0.68,0.54,0.4,0.35,0.12,0.1,0.14,0.08,0.05
3477,0.61,0.73,0.72,0.63,0.73,0.64,0.72,0.67,0.42,0.71,0.66,0.68,0.63,0.74,0.63,0.74,0.71,0.66,0.73,0.66,0.55,0.29,0.74,0.53,0.49,0.27,0.35,0.22,0.06,0.12,0.07,0.12,0.16
3478,0.49,0.29,0.73,0.67,0.23,0.51,0.27,0.31,0.64,0.62,0.53,0.4,0.54,0.69,0.56,0.61,0.59,0.52,0.78,0.34,0.71,0.7,0.52,0.55,0.42,0.72,0.73,0.71,0.06,0.14,0.08,0.09,0.09
3479,0.18,0.15,0.2,0.38,0.13,0.2,0.16,0.12,0.49,0.39,0.49,0.53,0.42,0.7,0.54,0.56,0.73,0.27,0.73,0.12,0.29,0.27,0.1,0.45,0.24,0.29,0.12,0.15,0.74,0.66,0.74,0.69,0.77
3480,0.59,0.71,0.64,0.67,0.59,0.72,0.64,0.55,0.66,0.73,0.69,0.66,0.7,0.72,0.74,0.7,0.69,0.67,0.64,0.71,0.59,0.36,0.72,0.72,0.68,0.46,0.51,0.45,0.15,0.13,0.07,0.14,0.12
3481,0.51,0.38,0.73,0.68,0.24,0.61,0.25,0.18,0.5,0.64,0.71,0.74,0.67,0.7,0.68,0.66,0.82,0.74,0.76,0.65,0.66,0.69,0.46,0.48,0.53,0.69,0.72,0.73,0.08,0.08,0.09,0.07,0.07
3482,0.71,0.66,0.48,0.69,0.61,0.78,0.7,0.67,0.63,0.7,0.77,0.74,0.88,0.69,0.81,0.78,0.57,0.72,0.51,0.65,0.63,0.3,0.67,0.7,0.52,0.41,0.51,0.43,0.06,0.11,0.07,0.14,0.08
3483,0.27,0.24,0.76,0.59,0.24,0.42,0.23,0.24,0.48,0.48,0.47,0.52,0.37,0.62,0.38,0.49,0.54,0.63,0.9,0.32,0.71,0.67,0.22,0.32,0.3,0.73,0.75,0.69,0.15,0.09,0.11,0.15,0.1
3484,0.12,0.14,0.11,0.34,0.12,0.15,0.12,0.19,0.38,0.28,0.34,0.24,0.39,0.59,0.4,0.52,0.6,0.22,0.4,0.14,0.33,0.15,0.06,0.38,0.18,0.16,0.18,0.17,0.74,0.69,0.69,0.73,0.76
3485,0.74,0.52,0.64,0.72,0.47,0.72,0.71,0.39,0.66,0.71,0.75,0.71,0.68,0.7,0.76,0.67,0.66,0.63,0.67,0.62,0.66,0.72,0.64,0.63,0.49,0.7,0.74,0.73,0.14,0.11,0.11,0.1,0.1
3486,0.58,0.72,0.69,0.67,0.6,0.71,0.67,0.59,0.6,0.74,0.72,0.7,0.7,0.68,0.62,0.71,0.63,0.75,0.7,0.62,0.56,0.54,0.75,0.62,0.69,0.28,0.23,0.18,0.09,0.07,0.11,0.06,0.16
3487,0.15,0.19,0.1,0.36,0.19,0.16,0.15,0.18,0.39,0.26,0.55,0.48,0.5,0.74,0.6,0.47,0.71,0.27,0.58,0.14,0.29,0.15,0.07,0.27,0.31,0.1,0.15,0.14,0.73,0.68,0.62,0.68,0.75
3488,0.65,0.69,0.46,0.71,0.66,0.75,0.71,0.65,0.66,0.7,0.77,0.69,0.77,0.68,0.82,0.68,0.7,0.53,0.42,0.71,0.37,0.3,0.71,0.68,0.58,0.23,0.43,0.37,0.09,0.06,0.15,0.12,0.07
3489,0.63,0.74,0.64,0.67,0.68,0.76,0.74,0.61,0.64,0.75,0.77,0.77,0.8,0.68,0.69,0.75,0.74,0.67,0.64,0.77,0.45,0.37,0.67,0.66,0.72,0.3,0.24,0.32,0.16,0.15,0.09,0.06,0.11
3490,0.56,0.51,0.53,0.73,0.41,0.63,0.53,0.46,0.71,0.72,0.67,0.68,0.7,0.66,0.79,0.73,0.9,0.89,0.59,0.6,0.7,0.69,0.49,0.65,0.58,0.67,0.72,0.7,0.08,0.07,0.14,0.1,0.11
3491,0.36,0.25,0.72,0.52,0.27,0.37,0.18,0.23,0.63,0.48,0.51,0.53,0.54,0.63,0.33,0.48,0.69,0.54,0.9,0.41,0.73,0.71,0.18,0.42,0.34,0.69,0.73,0.71,0.06,0.08,0.12,0.11,0.1
3492,0.11,0.2,0.14,0.23,0.15,0.18,0.17,0.17,0.27,0.19,0.35,0.38,0.44,0.62,0.43,0.52,0.6,0.4,0.72,0.17,0.17,0.21,0.15,0.51,0.21,0.19,0.19,0.17,0.73,0.7,0.69,0.75,0.71
3493,0.67,0.65,0.53,0.73,0.69,0.72,0.72,0.71,0.73,0.74,0.66,0.6,0.81,0.65,0.71,0.71,0.5,0.6,0.51,0.68,0.56,0.54,0.65,0.73,0.61,0.57,0.56,0.56,0.14,0.07,0.1,0.07,0.09
3494,0.71,0.26,0.56,0.73,0.35,0.63,0.43,0.29,0.67,0.64,0.69,0.68,0.74,0.7,0.68,0.43,0.53,0.77,0.62,0.28,0.71,0.74,0.56,0.68,0.37,0.72,0.72,0.71,0.1,0.14,0.09,0.15,0.09
3495,0.64,0.68,0.47,0.72,0.7,0.72,0.74,0.68,0.72,0.74,0.67,0.66,0.68,0.73,0.61,0.74,0.44,0.75,0.72,0.76,0.74,0.51,0.68,0.74,0.77,0.56,0.54,0.42,0.07,0.07,0.07,0.11,0.13
3496,0.68,0.37,0.71,0.67,0.27,0.63,0.39,0.41,0.72,0.67,0.74,0.79,0.64,0.69,0.43,0.49,0.85,0.76,0.77,0.43,0.65,0.71,0.52,0.57,0.49,0.64,0.74,0.73,0.13,0.09,0.15,0.15,0.15
3497,0.4,0.29,0.67,0.64,0.31,0.5,0.34,0.42,0.58,0.58,0.67,0.66,0.64,0.72,0.62,0.48,0.78,0.69,0.75,0.37,0.67,0.69,0.43,0.44,0.49,0.71,0.76,0.7,0.15,0.13,0.11,0.08,0.09
3498,0.7,0.64,0.6,0.71,0.5,0.74,0.7,0.69,0.68,0.71,0.83,0.78,0.77,0.67,0.76,0.69,0.7,0.76,0.56,0.52,0.53,0.42,0.66,0.69,0.66,0.31,0.23,0.36,0.14,0.12,0.07,0.11,0.08
3499,0.7,0.73,0.77,0.72,0.64,0.66,0.57,0.5,0.71,0.71,0.56,0.6,0.68,0.74,0.72,0.71,0.53,0.89,0.61,0.69,0.58,0.68,0.77,0.73,0.47,0.61,0.66,0.63,0.12,0.1,0.1,0.09,0.13
3500,0.62,0.75,0.61,0.71,0.64,0.76,0.56,0.43,0.62,0.74,0.85,0.83,0.8,0.72,0.81,0.71,0.66,0.69,0.36,0.62,0.25,0.17,0.74,0.65,0.67,0.22,0.16,0.21,0.14,0.09,0.13,0.09,0.11
3501,0.3,0.14,0.72,0.55,0.2,0.48,0.2,0.22,0.57,0.53,0.53,0.64,0.41,0.59,0.36,0.48,0.77,0.61,0.86,0.22,0.66,0.7,0.2,0.49,0.27,0.74,0.75,0.68,0.03,0.03,0.03,0.03,0.03
3502,0.45,0.52,0.68,0.73,0.42,0.62,0.46,0.62,0.63,0.68,0.62,0.54,0.48,0.69,0.45,0.74,0.68,0.65,0.82,0.65,0.7,0.7,0.52,0.59,0.72,0.72,0.71,0.68,0.09,0.1,0.09,0.13,0.08
3503,0.49,0.39,0.67,0.66,0.31,0.43,0.4,0.45,0.56,0.61,0.54,0.45,0.45,0.71,0.44,0.58,0.85,0.67,0.86,0.5,0.73,0.69,0.41,0.48,0.55,0.69,0.72,0.66,0.11,0.07,0.12,0.13,0.13
3504,0.76,0.52,0.62,0.71,0.5,0.68,0.64,0.63,0.69,0.69,0.76,0.77,0.71,0.69,0.73,0.73,0.65,0.86,0.59,0.6,0.69,0.62,0.65,0.66,0.55,0.68,0.72,0.71,0.14,0.13,0.12,0.09,0.1
3505,0.72,0.6,0.34,0.74,0.59,0.74,0.78,0.74,0.71,0.75,0.72,0.72,0.77,0.61,0.69,0.74,0.6,0.69,0.5,0.69,0.42,0.28,0.66,0.71,0.49,0.51,0.32,0.38,0.12,0.14,0.11,0.14,0.09
3506,0.33,0.74,0.68,0.65,0.64,0.62,0.6,0.36,0.4,0.68,0.68,0.73,0.62,0.69,0.55,0.8,0.74,0.73,0.9,0.64,0.59,0.29,0.71,0.52,0.73,0.16,0.17,0.17,0.16,0.12,0.14,0.16,0.09
3507,0.22,0.18,0.68,0.58,0.17,0.5,0.2,0.17,0.52,0.52,0.61,0.59,0.54,0.71,0.48,0.23,0.75,0.63,0.78,0.16,0.67,0.69,0.12,0.2,0.19,0.72,0.77,0.74,0.09,0.14,0.08,0.06,0.11
3508,0.8,0.59,0.41,0.68,0.73,0.76,0.81,0.76,0.71,0.71,0.78,0.75,0.85,0.68,0.81,0.8,0.8,0.67,0.53,0.78,0.57,0.39,0.68,0.63,0.57,0.31,0.39,0.37,0.11,0.07,0.09,0.11,0.12
3509,0.69,0.62,0.64,0.68,0.49,0.74,0.61,0.58,0.6,0.71,0.92,0.9,0.92,0.67,0.74,0.69,0.57,0.86,0.64,0.6,0.4,0.12,0.65,0.57,0.62,0.42,0.18,0.15,0.08,0.08,0.13,0.15,0.07
3510,0.72,0.64,0.46,0.68,0.62,0.77,0.6,0.61,0.63,0.71,0.83,0.75,0.79,0.66,0.77,0.74,0.62,0.76,0.62,0.67,0.48,0.3,0.67,0.7,0.54,0.44,0.33,0.36,0.16,0.08,0.12,0.07,0.08
3511,0.7,0.64,0.48,0.69,0.66,0.78,0.72,0.66,0.58,0.76,0.82,0.73,0.9,0.65,0.72,0.76,0.85,0.64,0.62,0.71,0.61,0.36,0.65,0.7,0.7,0.36,0.41,0.39,0.08,0.07,0.16,0.11,0.13
3512,0.58,0.76,0.57,0.62,0.63,0.71,0.6,0.53,0.55,0.69,0.85,0.89,0.79,0.67,0.45,0.73,0.67,0.78,0.82,0.7,0.65,0.25,0.67,0.66,0.68,0.33,0.25,0.19,0.06,0.11,0.14,0.12,0.06
3513,0.65,0.64,0.44,0.74,0.48,0.71,0.72,0.61,0.67,0.68,0.77,0.71,0.85,0.75,0.81,0.75,0.63,0.77,0.64,0.72,0.77,0.59,0.68,0.68,0.58,0.62,0.63,0.59,0.07,0.12,0.07,0.06,0.12
3514,0.73,0.59,0.51,0.67,0.48,0.72,0.7,0.41,0.59,0.7,0.79,0.84,0.76,0.69,0.61,0.7,0.71,0.92,0.74,0.69,0.59,0.63,0.66,0.68,0.57,0.62,0.71,0.69,0.06,0.09,0.13,0.05,0.11
3515,0.63,0.73,0.55,0.68,0.58,0.77,0.62,0.71,0.54,0.73,0.83,0.75,0.9,0.71,0.91,0.68,0.6,0.73,0.51,0.63,0.5,0.25,0.72,0.62,0.53,0.35,0.34,0.31,0.15,0.13,0.14,0.09,0.13
3516,0.4,0.79,0.79,0.59,0.45,0.63,0.42,0.33,0.45,0.7,0.66,0.58,0.58,0.68,0.71,0.73,0.82,0.69,0.65,0.68,0.33,0.17,0.79,0.48,0.69,0.2,0.21,0.24,0.11,0.14,0.13,0.13,0.13
3517,0.71,0.32,0.59,0.69,0.27,0.73,0.62,0.31,0.66,0.69,0.9,0.9,0.77,0.6,0.65,0.6,0.8,0.79,0.65,0.37,0.66,0.66,0.57,0.39,0.39,0.68,0.73,0.67,0.06,0.14,0.15,0.09,0.1
3518,0.51,0.39,0.77,0.67,0.31,0.49,0.45,0.39,0.6,0.65,0.54,0.57,0.51,0.68,0.65,0.57,0.8,0.68,0.74,0.45,0.66,0.73,0.38,0.38,0.55,0.7,0.72,0.71,0.11,0.12,0.1,0.11,0.07
3519,0.12,0.13,0.18,0.23,0.13,0.14,0.15,0.15,0.26,0.22,0.48,0.34,0.38,0.73,0.57,0.59,0.58,0.37,0.79,0.17,0.36,0.19,0.15,0.51,0.11,0.12,0.14,0.18,0.7,0.68,0.78,0.71,0.72
3520,0.74,0.66,0.59,0.72,0.58,0.74,0.7,0.63,0.67,0.74,0.74,0.74,0.76,0.7,0.81,0.66,0.77,0.64,0.64,0.63,0.67,0.72,0.7,0.69,0.66,0.7,0.74,0.73,0.12,0.09,0.12,0.08,0.16
3521,0.69,0.38,0.7,0.66,0.32,0.54,0.3,0.38,0.67,0.61,0.53,0.55,0.52,0.65,0.6,0.56,0.57,0.65,0.86,0.4,0.81,0.7,0.42,0.4,0.38,0.7,0.72,0.72,0.11,0.09,0.07,0.15,0.06
3522,0.62,0.64,0.57,0.74,0.45,0.73,0.58,0.56,0.71,0.72,0.71,0.77,0.78,0.72,0.74,0.69,0.67,0.76,0.75,0.69,0.62,0.7,0.64,0.69,0.54,0.7,0.7,0.66,0.11,0.08,0.16,0.16,0.15
3523,0.49,0.55,0.67,0.76,0.41,0.74,0.52,0.55,0.74,0.75,0.61,0.64,0.73,0.72,0.73,0.59,0.77,0.68,0.73,0.51,0.81,0.65,0.59,0.69,0.48,0.7,0.73,0.76,0.14,0.07,0.13,0.07,0.12
3524,0.53,0.18,0.74,0.69,0.26,0.62,0.48,0.26,0.65,0.62,0.52,0.64,0.51,0.7,0.35,0.67,0.66,0.65,0.83,0.33,0.74,0.7,0.3,0.65,0.4,0.69,0.71,0.69,0.11,0.1,0.14,0.1,0.11
3525,0.68,0.54,0.65,0.73,0.63,0.66,0.68,0.65,0.75,0.71,0.54,0.47,0.69,0.7,0.68,0.73,0.58,0.79,0.64,0.68,0.67,0.71,0.68,0.74,0.58,0.7,0.66,0.64,0.13,0.14,0.14,0.16,0.08
3526,0.66,0.53,0.2,0.7,0.54,0.8,0.62,0.61,0.64,0.79,0.82,0.74,0.88,0.65,0.86,0.48,0.57,0.66,0.46,0.52,0.26,0.21,0.63,0.69,0.56,0.28,0.2,0.24,0.06,0.12,0.1,0.07,0.09
3527,0.74,0.71,0.65,0.74,0.69,0.75,0.73,0.74,0.55,0.72,0.75,0.73,0.72,0.71,0.64,0.76,0.67,0.65,0.65,0.71,0.67,0.34,0.65,0.68,0.65,0.5,0.21,0.23,0.13,0.09,0.15,0.11,0.11
3528,0.58,0.73,0.75,0.6,0.62,0.65,0.68,0.46,0.46,0.67,0.76,0.77,0.63,0.7,0.71,0.74,0.72,0.71,0.76,0.65,0.64,0.44,0.72,0.59,0.64,0.27,0.34,0.32,0.08,0.1,0.06,0.11,0.07
3529,0.59,0.47,0.67,0.73,0.43,0.67,0.56,0.4,0.66,0.68,0.63,0.65,0.66,0.7,0.65,0.75,0.69,0.74,0.76,0.66,0.77,0.73,0.32,0.58,0.42,0.67,0.73,0.7,0.16,0.08,0.1,0.15,0.09
3530,0.62,0.39,0.73,0.66,0.3,0.62,0.41,0.44,0.62,0.67,0.7,0.76,0.67,0.66,0.7,0.55,0.77,0.62,0.71,0.35,0.7,0.69,0.42,0.44,0.45,0.72,0.73,0.72,0.11,0.13,0.1,0.15,0.15
3531,0.33,0.34,0.72,0.6,0.32,0.57,0.39,0.29,0.64,0.61,0.7,0.74,0.64,0.61,0.57,0.67,0.87,0.76,0.88,0.38,0.82,0.69,0.52,0.59,0.33,0.62,0.7,0.68,0.09,0.15,0.16,0.15,0.15
3532,0.64,0.67,0.69,0.71,0.56,0.71,0.64,0.68,0.69,0.7,0.65,0.63,0.72,0.73,0.73,0.66,0.86,0.89,0.66,0.68,0.8,0.68,0.69,0.72,0.54,0.67,0.69,0.68,0.07,0.11,0.12,0.11,0.14
3533,0.45,0.76,0.7,0.63,0.54,0.64,0.59,0.35,0.57,0.72,0.63,0.65,0.6,0.63,0.49,0.76,0.71,0.8,0.93,0.64,0.85,0.26,0.75,0.62,0.62,0.35,0.2,0.16,0.1,0.14,0.07,0.16,0.14
3534,0.7,0.59,0.66,0.7,0.43,0.72,0.55,0.33,0.65,0.72,0.74,0.69,0.73,0.74,0.7,0.66,0.77,0.7,0.67,0.6,0.68,0.68,0.65,0.68,0.5,0.7,0.71,0.72,0.1,0.09,0.15,0.16,0.13
3535,0.67,0.64,0.64,0.67,0.55,0.76,0.62,0.55,0.62,0.72,0.9,0.81,0.8,0.66,0.72,0.67,0.8,0.58,0.63,0.56,0.51,0.31,0.74,0.62,0.7,0.43,0.4,0.32,0.07,0.08,0.08,0.07,0.15
3536,0.14,0.16,0.11,0.27,0.14,0.12,0.19,0.12,0.28,0.34,0.28,0.36,0.34,0.64,0.38,0.5,0.54,0.28,0.72,0.11,0.32,0.12,0.14,0.35,0.23,0.15,0.13,0.2,0.72,0.71,0.66,0.7,0.74
3537,0.4,0.43,0.77,0.68,0.27,0.53,0.27,0.31,0.6,0.6,0.33,0.43,0.57,0.7,0.4,0.45,0.78,0.7,0.82,0.39,0.66,0.7,0.42,0.49,0.34,0.73,0.71,0.68,0.13,0.09,0.13,0.13,0.13
3538,0.56,0.43,0.54,0.77,0.53,0.67,0.68,0.65,0.79,0.74,0.55,0.59,0.66,0.75,0.7,0.72,0.6,0.77,0.58,0.59,0.66,0.64,0.54,0.69,0.53,0.63,0.69,0.67,0.08,0.11,0.09,0.06,0.1
3539,0.44,0.34,0.6,0.7,0.32,0.59,0.58,0.39,0.66,0.66,0.62,0.63,0.66,0.7,0.86,0.65,0.74,0.92,0.73,0.46,0.82,0.71,0.39,0.58,0.49,0.71,0.71,0.59,0.15,0.1,0.1,0.07,0.09
3540,0.59,0.59,0.6,0.71,0.6,0.69,0.62,0.56,0.71,0.73,0.66,0.7,0.76,0.75,0.78,0.7,0.69,0.83,0.71,0.71,0.73,0.7,0.67,0.66,0.47,0.68,0.68,0.65,0.1,0.07,0.11,0.1,0.11
3541,0.45,0.54,0.67,0.73,0.27,0.68,0.4,0.31,0.72,0.7,0.65,0.65,0.7,0.71,0.7,0.65,0.72,0.58,0.69,0.39,0.88,0.74,0.56,0.61,0.37,0.64,0.75,0.67,0.13,0.09,0.11,0.07,0.07
3542,0.69,0.65,0.38,0.8,0.56,0.69,0.7,0.62,0.77,0.74,0.72,0.7,0.9,0.65,0.71,0.67,0.73,0.79,0.79,0.69,0.44,0.42,0.72,0.75,0.68,0.6,0.5,0.26,0.11,0.06,0.14,0.08,0.11
3543,0.75,0.39,0.49,0.7,0.41,0.68,0.39,0.32,0.63,0.71,0.87,0.87,0.74,0.67,0.7,0.49,0.8,0.74,0.66,0.38,0.62,0.68,0.56,0.48,0.39,0.63,0.72,0.71,0.1,0.13,0.1,0.11,0.12
3544,0.31,0.34,0.72,0.64,0.33,0.4,0.32,0.28,0.65,0.47,0.63,0.7,0.65,0.68,0.59,0.5,0.8,0.75,0.77,0.48,0.85,0.72,0.32,0.35,0.48,0.71,0.69,0.71,0.13,0.07,0.11,0.07,0.11
3545,0.71,0.69,0.59,0.71,0.59,0.72,0.65,0.67,0.69,0.71,0.76,0.78,0.77,0.69,0.7,0.71,0.73,0.76,0.68,0.75,0.75,0.77,0.72,0.65,0.67,0.65,0.75,0.7,0.11,0.14,0.1,0.09,0.14
3546,0.74,0.31,0.63,0.64,0.35,0.71,0.59,0.29,0.58,0.74,0.78,0.77,0.77,0.72,0.71,0.58,0.76,0.73,0.61,0.36,0.73,0.7,0.62,0.5,0.4,0.68,0.7,0.73,0.11,0.06,0.11,0.12,0.12
3547,0.64,0.7,0.51,0.7,0.58,0.75,0.7,0.71,0.61,0.74,0.79,0.71,0.86,0.67,0.77,0.69,0.8,0.68,0.57,0.68,0.41,0.27,0.73,0.67,0.65,0.37,0.48,0.5,0.09,0.11,0.14,0.11,0.12
3548,0.34,0.24,0.78,0.57,0.29,0.46,0.2,0.2,0.53,0.55,0.51,0.61,0.37,0.66,0.59,0.56,0.7,0.47,0.75,0.27,0.69,0.74,0.2,0.26,0.23,0.72,0.73,0.71,0.09,0.08,0.09,0.14,0.11
3549,0.68,0.6,0.47,0.72,0.61,0.77,0.72,0.66,0.64,0.78,0.78,0.84,0.86,0.64,0.81,0.69,0.63,0.75,0.61,0.7,0.42,0.22,0.64,0.66,0.64,0.5,0.22,0.21,0.11,0.06,0.07,0.05,0.13
3550,0.48,0.72,0.75,0.68,0.76,0.71,0.66,0.28,0.46,0.76,0.48,0.52,0.66,0.68,0.4,0.74,0.71,0.65,0.8,0.67,0.58,0.19,0.76,0.56,0.63,0.45,0.2,0.25,0.13,0.08,0.13,0.13,0.06
3551,0.71,0.65,0.42,0.68,0.6,0.77,0.53,0.53,0.59,0.76,0.81,0.77,0.79,0.68,0.74,0.63,0.33,0.6,0.39,0.62,0.61,0.47,0.68,0.68,0.67,0.46,0.5,0.5,0.13,0.11,0.12,0.05,0.06
3552,0.65,0.69,0.68,0.7,0.69,0.72,0.67,0.63,0.64,0.73,0.68,0.68,0.67,0.73,0.64,0.76,0.7,0.72,0.74,0.65,0.63,0.33,0.75,0.69,0.72,0.32,0.28,0.31,0.15,0.12,0.08,0.1,0.15
3553,0.52,0.47,0.5,0.74,0.41,0.72,0.55,0.4,0.72,0.72,0.66,0.67,0.74,0.66,0.83,0.6,0.74,0.84,0.64,0.55,0.74,0.71,0.43,0.64,0.54,0.69,0.72,0.68,0.06,0.12,0.13,0.06,0.08
3554,0.65,0.46,0.69,0.77,0.45,0.66,0.35,0.35,0.75,0.74,0.65,0.63,0.66,0.66,0.63,0.69,0.67,0.61,0.68,0.49,0.69,0.73,0.53,0.64,0.42,0.73,0.72,0.71,0.15,0.07,0.15,0.09,0.15
3555,0.78,0.66,0.49,0.71,0.65,0.74,0.76,0.74,0.62,0.75,0.77,0.77,0.85,0.66,0.76,0.7,0.51,0.66,0.51,0.71,0.37,0.27,0.63,0.71,0.57,0.28,0.37,0.31,0.06,0.11,0.16,0.08,0.15
3556,0.6,0.68,0.78,0.68,0.63,0.68,0.55,0.52,0.5,0.68,0.71,0.8,0.69,0.7,0.55,0.74,0.7,0.79,0.84,0.57,0.69,0.46,0.66,0.63,0.64,0.52,0.51,0.33,0.13,0.07,0.1,0.13,0.1
3557,0.33,0.73,0.79,0.57,0.63,0.66,0.53,0.33,0.35,0.68,0.53,0.65,0.6,0.64,0.58,0.76,0.6,0.56,0.87,0.58,0.63,0.22,0.78,0.5,0.75,0.35,0.22,0.16,0.07,0.1,0.15,0.11,0.12
3558,0.65,0.67,0.42,0.69,0.62,0.76,0.64,0.62,0.64,0.69,0.83,0.83,0.83,0.68,0.84,0.73,0.61,0.71,0.62,0.68,0.43,0.25,0.67,0.63,0.58,0.39,0.37,0.44,0.08,0.12,0.08,0.08,0.08
3559,0.73,0.65,0.49,0.72,0.65,0.73,0.72,0.65,0.7,0.72,0.79,0.78,0.65,0.62,0.72,0.58,0.65,0.77,0.59,0.54,0.51,0.28,0.63,0.71,0.6,0.5,0.34,0.41,0.15,0.11,0.1,0.14,0.07
3560,0.66,0.72,0.56,0.68,0.73,0.78,0.71,0.68,0.6,0.77,0.76,0.76,0.78,0.7,0.7,0.79,0.57,0.67,0.65,0.72,0.63,0.4,0.66,0.68,0.74,0.29,0.3,0.34,0.08,0.14,0.06,0.14,0.1
3561,0.75,0.52,0.54,0.7,0.43,0.77,0.65,0.69,0.69,0.72,0.89,0.87,0.79,0.6,0.75,0.7,0.67,0.69,0.66,0.63,0.3,0.31,0.63,0.66,0.61,0.35,0.25,0.24,0.07,0.13,0.15,0.16,0.13
